,Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,TSLA,2024-04-01,176.1699981689453,176.75,170.2100067138672,175.22000122070312,81562100,0.0,0.0
1,TSLA,2024-04-02,164.75,167.69000244140625,163.42999267578125,166.6300048828125,116650600,0.0,0.0
2,TSLA,2024-04-03,164.02000427246094,168.82000732421875,163.27999877929688,168.3800048828125,82950100,0.0,0.0
3,TSLA,2024-04-04,170.07000732421875,177.19000244140625,168.00999450683594,171.11000061035156,123162000,0.0,0.0
4,TSLA,2024-04-05,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700,0.0,0.0
0,TM,2024-04-01,242.85000610351562,242.86000061035156,240.22000122070312,242.14999389648438,527900,0.0,0.0
1,TM,2024-04-02,239.0,240.24000549316406,237.9600067138672,239.88999938964844,296400,0.0,0.0
2,TM,2024-04-03,239.5,242.4499969482422,239.5,241.77999877929688,307400,0.0,0.0
3,TM,2024-04-04,243.1999969482422,243.6699981689453,239.02000427246094,239.16000366210938,196300,0.0,0.0
4,TM,2024-04-05,239.0,241.8300018310547,238.5800018310547,240.74000549316406,191100,0.0,0.0
0,STLA,2024-04-01,26.485812056600466,26.663632500818487,26.317352556110592,26.429658889770508,3151900,0.0,0.0
1,STLA,2024-04-02,25.93363396237712,25.94299312094551,25.60607233786833,25.746456146240234,8629400,0.0,0.0
2,STLA,2024-04-03,25.025816000581504,25.381456871638946,24.97902199468932,25.315942764282227,5298300,0.0,0.0
3,STLA,2024-04-04,25.465686541781345,25.62478866602401,24.86671467878636,24.876073837280273,5850700,0.0,0.0
4,STLA,2024-04-05,24.894791333365973,25.081969141841267,24.77312406203398,24.932226181030273,5277600,0.0,0.0
0,BMWYY,2024-04-01,37.970001220703125,38.75,37.970001220703125,38.4900016784668,34300,0.0,0.0
1,BMWYY,2024-04-02,38.5,38.5,38.29999923706055,38.380001068115234,122000,0.0,0.0
2,BMWYY,2024-04-03,39.65999984741211,40.5,39.65999984741211,40.40999984741211,134800,0.0,0.0
3,BMWYY,2024-04-04,41.470001220703125,41.650001525878906,40.84000015258789,40.900001525878906,102100,0.0,0.0
4,BMWYY,2024-04-05,40.5099983215332,40.79999923706055,40.349998474121094,40.70000076293945,49500,0.0,0.0
0,RACE,2024-04-01,432.6553529019715,434.01167549134016,427.30963039699753,428.9988098144531,166500,0.0,0.0
1,RACE,2024-04-02,423.2258329583376,423.8816309534795,416.35986113395205,416.9162902832031,304800,0.0,0.0
2,RACE,2024-04-03,410.51730366008996,418.516025335221,408.2617795574705,416.8367919921875,303100,0.0,0.0
3,RACE,2024-04-04,416.7672537585931,420.64239617813405,410.95452496772435,411.3917236328125,424100,0.0,0.0
4,RACE,2024-04-05,413.00138128087684,418.704825365921,412.13692996274324,416.19091796875,186700,0.0,0.0
0,VWAGY,2024-04-01,15.25,15.300000190734863,15.149999618530273,15.199999809265137,155400,0.0,0.0
1,VWAGY,2024-04-02,15.390000343322754,15.470000267028809,15.347000122070312,15.430000305175781,153200,0.0,0.0
2,VWAGY,2024-04-03,15.800000190734863,15.920000076293945,15.720000267028809,15.899999618530273,219200,0.0,0.0
3,VWAGY,2024-04-04,16.469999313354492,16.479999542236328,16.100000381469727,16.1299991607666,263300,0.0,0.0
4,VWAGY,2024-04-05,16.209999084472656,16.229999542236328,15.942000389099121,16.030000686645508,144900,0.0,0.0
0,HMC,2024-04-01,36.91999816894531,36.91999816894531,36.630001068115234,36.83000183105469,1026500,0.0,0.0
1,HMC,2024-04-02,36.31999969482422,36.45000076293945,36.220001220703125,36.34000015258789,933000,0.0,0.0
2,HMC,2024-04-03,36.2400016784668,36.59000015258789,36.2400016784668,36.41999816894531,1080000,0.0,0.0
3,HMC,2024-04-04,36.599998474121094,36.88999938964844,36.18000030517578,36.20000076293945,835400,0.0,0.0
4,HMC,2024-04-05,36.31999969482422,36.77000045776367,36.31999969482422,36.70000076293945,1009400,0.0,0.0
0,F,2024-04-01,13.170039828967115,13.219440017054366,12.982320244911827,13.13051986694336,35898300,0.0,0.0
1,F,2024-04-02,13.002079913507025,13.209559952221722,12.93292021467887,13.12063980102539,42653400,0.0,0.0
2,F,2024-04-03,13.090999763013672,13.515840056836462,13.071239311100888,13.486199378967285,57498900,0.0,0.0
3,F,2024-04-04,13.73319888855491,13.782599074358668,13.011959379402638,13.05147933959961,67812400,0.0,0.0
4,F,2024-04-05,13.110760517071533,13.239199688543756,12.93292021467887,13.12063980102539,46877400,0.0,0.0
0,GM,2024-04-01,45.130001068115234,45.72999954223633,44.97999954223633,45.400001525878906,11008300,0.0,0.0
1,GM,2024-04-02,44.970001220703125,45.2599983215332,44.59000015258789,44.88999938964844,13061900,0.0,0.0
2,GM,2024-04-03,44.66999816894531,45.41999816894531,44.63999938964844,45.16999816894531,14377100,0.0,0.0
3,GM,2024-04-04,45.709999084472656,46.040000915527344,43.619998931884766,43.68000030517578,16988600,0.0,0.0
4,GM,2024-04-05,43.720001220703125,44.310001373291016,43.459999084472656,44.22999954223633,11209800,0.0,0.0
0,LI,2024-04-01,31.489999771118164,32.11000061035156,30.229999542236328,30.6200008392334,6737400,0.0,0.0
1,LI,2024-04-02,30.84000015258789,31.489999771118164,30.3700008392334,31.040000915527344,6958500,0.0,0.0
2,LI,2024-04-03,30.06999969482422,30.329999923706055,29.760000228881836,30.270000457763672,5757200,0.0,0.0
3,LI,2024-04-04,30.3700008392334,30.549999237060547,29.600000381469727,29.6299991607666,4826000,0.0,0.0
4,LI,2024-04-05,29.739999771118164,30.479999542236328,29.530000686645508,29.829999923706055,4720700,0.0,0.0
0,FUJHY,2024-04-01,11.140000343322754,11.140000343322754,10.979999542236328,11.09000015258789,44300,0.0,0.0
1,FUJHY,2024-04-02,10.9399995803833,10.9399995803833,10.869999885559082,10.9399995803833,69600,0.0,0.0
2,FUJHY,2024-04-03,11.199999809265137,11.300000190734863,11.119999885559082,11.279999732971191,206900,0.0,0.0
3,FUJHY,2024-04-04,11.350000381469727,11.420000076293945,11.180000305175781,11.210000038146973,70700,0.0,0.0
4,FUJHY,2024-04-05,11.220000267028809,11.449999809265137,11.220000267028809,11.369999885559082,37900,0.0,0.0
0,NSANY,2024-04-01,8.029999732971191,8.130000114440918,7.849999904632568,8.0,193400,0.0,0.0
1,NSANY,2024-04-02,7.829999923706055,7.840000152587891,7.75,7.840000152587891,119400,0.0,0.0
2,NSANY,2024-04-03,8.0,8.0,7.739999771118164,7.869999885559082,99700,0.0,0.0
3,NSANY,2024-04-04,7.760000228881836,8.0,7.639999866485596,7.639999866485596,135200,0.0,0.0
4,NSANY,2024-04-05,7.550000190734863,7.75,7.550000190734863,7.739999771118164,118200,0.0,0.0
0,RIVN,2024-04-01,10.989999771118164,11.130000114440918,10.779999732971191,11.09000015258789,23816100,0.0,0.0
1,RIVN,2024-04-02,10.770000457763672,10.800000190734863,10.260000228881836,10.510000228881836,43195000,0.0,0.0
2,RIVN,2024-04-03,10.460000038146973,10.800000190734863,10.369999885559082,10.539999961853027,33463200,0.0,0.0
3,RIVN,2024-04-04,10.630000114440918,10.710000038146973,10.130000114440918,10.130000114440918,42058300,0.0,0.0
4,RIVN,2024-04-05,10.109999656677246,10.364999771118164,10.010000228881836,10.100000381469727,37210200,0.0,0.0
0,NIO,2024-04-01,4.630000114440918,4.75,4.570000171661377,4.639999866485596,42632700,0.0,0.0
1,NIO,2024-04-02,4.46999979019165,4.579999923706055,4.380000114440918,4.539999961853027,38932700,0.0,0.0
2,NIO,2024-04-03,4.460000038146973,4.510000228881836,4.360000133514404,4.489999771118164,33078500,0.0,0.0
3,NIO,2024-04-04,4.550000190734863,4.75,4.489999771118164,4.5,53856500,0.0,0.0
4,NIO,2024-04-05,4.5,4.579999923706055,4.380000114440918,4.389999866485596,42834900,0.0,0.0
0,HOG,2024-04-01,43.779998779296875,43.779998779296875,43.099998474121094,43.54999923706055,892700,0.0,0.0
1,HOG,2024-04-02,42.970001220703125,43.189998626708984,42.459999084472656,43.09000015258789,1028500,0.0,0.0
2,HOG,2024-04-03,43.599998474121094,43.88999938964844,42.619998931884766,42.84000015258789,1374800,0.0,0.0
3,HOG,2024-04-04,43.36000061035156,43.540000915527344,42.11000061035156,42.150001525878906,1331400,0.0,0.0
4,HOG,2024-04-05,42.220001220703125,42.880001068115234,39.349998474121094,42.09000015258789,3206200,0.0,0.0
0,PII,2024-04-01,100.12000274658203,100.91000366210938,98.7300033569336,98.97000122070312,512700,0.0,0.0
1,PII,2024-04-02,97.80000305175781,98.12000274658203,96.5999984741211,97.0999984741211,446700,0.0,0.0
2,PII,2024-04-03,95.55999755859375,97.55999755859375,95.41999816894531,97.5,368700,0.0,0.0
3,PII,2024-04-04,98.83000183105469,99.55999755859375,96.05000305175781,96.33999633789062,364400,0.0,0.0
4,PII,2024-04-05,95.98999786376953,97.48999786376953,95.5999984741211,97.2699966430664,448100,0.0,0.0
0,WGO,2024-04-01,73.67553014915514,73.67553014915514,71.51504683132079,72.4907455444336,529400,0.0,0.0
1,WGO,2024-04-02,71.7639501733266,72.15223951926694,69.85237068624471,70.09131622314453,753200,0.0,0.0
2,WGO,2024-04-03,69.38443565959807,70.62895483790372,69.38443565959807,70.22074890136719,540300,0.0,0.0
3,WGO,2024-04-04,71.08693740505008,71.83364891645618,69.06583946286165,69.19526672363281,487400,0.0,0.0
4,WGO,2024-04-05,69.13552542889524,70.08135687854114,68.32907191070946,69.7030258178711,571400,0.0,0.0
