,Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,TSLA,2024-04-29,188.4199981689453,198.8699951171875,184.5399932861328,194.0500030517578,243869700,0.0,0.0
1,TSLA,2024-04-30,186.97999572753906,190.9499969482422,182.83999633789062,183.27999877929688,127031800,0.0,0.0
2,TSLA,2024-05-01,182.0,185.86000061035156,179.00999450683594,179.99000549316406,92829700,0.0,0.0
3,TSLA,2024-05-02,182.86000061035156,184.60000610351562,176.02000427246094,180.00999450683594,89148000,0.0,0.0
4,TSLA,2024-05-03,182.10000610351562,184.77999877929688,178.4199981689453,181.19000244140625,75491500,0.0,0.0
0,TM,2024-04-29,228.0,228.4499969482422,227.17999267578125,227.94000244140625,228200,0.0,0.0
1,TM,2024-04-30,229.94000244140625,229.94000244140625,227.0,227.30999755859375,334200,0.0,0.0
2,TM,2024-05-01,228.30999755859375,228.83999633789062,226.55999755859375,226.8300018310547,264600,0.0,0.0
3,TM,2024-05-02,230.3000030517578,231.41000366210938,229.3699951171875,230.8000030517578,228100,0.0,0.0
4,TM,2024-05-03,232.05999755859375,233.35000610351562,231.36000061035156,232.8699951171875,165200,0.0,0.0
0,STLA,2024-04-29,24.719999313354492,25.049999237060547,24.700000762939453,24.920000076293945,3936500,0.0,0.0
1,STLA,2024-04-30,22.81999969482422,23.030000686645508,22.059999465942383,22.299999237060547,13373400,0.0,0.0
2,STLA,2024-05-01,22.610000610351562,22.68000030517578,22.139999389648438,22.479999542236328,5640800,0.0,0.0
3,STLA,2024-05-02,21.559999465942383,21.709999084472656,21.280000686645508,21.549999237060547,14592600,0.0,0.0
4,STLA,2024-05-03,21.889999389648438,22.059999465942383,21.770000457763672,21.860000610351562,9286100,0.0,0.0
0,BMWYY,2024-04-29,38.13999938964844,38.279998779296875,38.06999969482422,38.22999954223633,47300,0.0,0.0
1,BMWYY,2024-04-30,36.40999984741211,36.86000061035156,36.29999923706055,36.349998474121094,88000,0.0,0.0
2,BMWYY,2024-05-01,35.5099983215332,36.93000030517578,35.5099983215332,36.58000183105469,33300,0.0,0.0
3,BMWYY,2024-05-02,36.470001220703125,36.630001068115234,36.25,36.58000183105469,56100,0.0,0.0
4,BMWYY,2024-05-03,36.939998626708984,37.04999923706055,36.77000045776367,36.900001525878906,45900,0.0,0.0
0,RACE,2024-04-29,418.9200134277344,422.75,417.6919860839844,422.44000244140625,146800,0.0,0.0
1,RACE,2024-04-30,416.54998779296875,419.5199890136719,413.0069885253906,415.70001220703125,217700,0.0,0.0
2,RACE,2024-05-01,417.95001220703125,421.5799865722656,414.30999755859375,415.94000244140625,109900,0.0,0.0
3,RACE,2024-05-02,423.2900085449219,425.0,419.8599853515625,424.55999755859375,214100,0.0,0.0
